Economy,region,incomegroup,Year,Ease_of_Doing_Business_Rank,Overall_DTF,Starting_a_Business_Rank,Starting_a_Business_DTF,Starting_a_Business_Procedure_Men_(number),Starting_a_Business_Time_Men_(days),Starting_a_Business_Cost_Men_(%_of_income_per_capita),Starting_a_Business_Procedure_Women_(number),Starting_a_Business_Time_Women_(days),Starting_a_Business_Cost_Women_(%_of_income_per_capita),Starting_a_Business_Paid_in_min._capital_(%_of_income_per_capita),Dealing_with_Construction_Permits_Rank,Dealing_with_Construction_Permits_DTF,Dealing_with_Construction_Permits_Procedures_(number),Dealing_with_Construction_Permits_Time_(days),Dealing_with_Construction_Permits_Cost_(%_of_warehouse_value),Dealing_with_Construction_Permits_Building_quality_control_index_(0_15),Dealing_with_Construction_Permits_Quality_of_building_regulations_index_(0_2),Dealing_with_Construction_Permits_Quality_control_before_construction_index_(0_1),Dealing_with_Construction_Permits_Quality_control_during_construction_index_(0_3),Dealing_with_Construction_Permits_Quality_control_after_construction_index_(0_3),Dealing_with_Construction_Permits_Liability_and_insurance_regimes_index_(0_2),Dealing_with_Construction_Permits_Professional_certifications_index_(0_4),Getting_Electricity_Rank,Getting_Electricity_DTF,Getting_Electricity_Procedures_(number),Getting_Electricity_Time_(days),Getting_Electricity_Cost_(%_of_income_per_capita),Getting_Electricity_Reliability_of_supply_and_transparency_of_tariff_index_(0_8),Getting_Electricity_Total_duration_and_frequency_of_outages_per_customer_a_year_(0_3),Getting_Electricity_Mechanisms_for_monitoring_outages_(0_1),Getting_Electricity_Mechanisms_for_restoring_service_(0_1),Getting_Electricity_Regulatory_monitoring_(0_1),Getting_Electricity_Financial_deterrents_aimed_at_limiting_outages_(0_1),Getting_Electricity_Communication_of_tariffs_and_tariff_changes_(0_1),Getting_Electricity_Price_of_electricity_(US_cents_per_kWh),Registering_Property_Rank,Registering_Property_DTF,Registering_Property_Procedures_(number),Registering_Property_Time_(days),Registering_Property_Cost_(%_of_property_value),Registering_Property_Quality_of_the_land_administration_index_(0_30),Registering_Property_Reliability_of_infrastructure_index_(0_8),Registering_Property_Transparency_of_information_index_(0_6),Registering_Property_Geographic_coverage_index_(0_8),Registering_Property_Land_dispute_resolution_index_(0_8),Registering_Property_Equal_access_to_property_rights_index_(_2_0),Getting_Credit_Rank,Getting_Credit_DTF,Getting_Credit_Strength_of_legal_rights_index_(0_12),Getting_Credit_Strength_of_legal_rights_index_(0_10)_old_methodology,Getting_Credit_Depth_of_credit_information_index_(0_8),Getting_Credit_Depth_of_credit_information_index_(0_6)_old_methodology,Getting_Credit_Credit_registry_coverage_(%_of_adults),Getting_Credit_Credit_bureau_coverage_(%_of_adults),Protecting_Minority_Investors_Rank,Protecting_Minority_Investors_DTF,Protecting_Minority_Investors_Strength_of_minority_investor_protection_index_(0_10),Protecting_Minority_Investors_Strength_of_investor_protection_index_(0_10)_old_methodology,Protecting_Minority_Investors_Extent_of_conflict_of_interest_regulation_index_(0_10),Protecting_Minority_Investors_Extent_of_disclosure_index_(0_10),Protecting_Minority_Investors_Extent_of_director_liability_index_(0_10),Protecting_Minority_Investors_Ease_of_shareholder_suits_index_(0_10),Protecting_Minority_Investors_Ease_of_shareholder_suits_index_(0_10)_old_methodology,Protecting_Minority_Investors_Extent_of_shareholder_governance_index_(0_10),Protecting_Minority_Investors_Extent_of_shareholder_rights_index_(0_10),Protecting_Minority_Investors_Extent_of_ownership_and_control_index_(0_10),Protecting_Minority_Investors_Extent_of_corporate_transparency_index_(0_10),Paying_Taxes_Rank,Paying_Taxes_Postfiling_index_(0_100),Paying_Taxes_DTF,Paying_Taxes_Payments_(number_per_year),Paying_Taxes_Time_(hours_per_year),Paying_Taxes_Total_tax_rate_(%_of_profit),Paying_Taxes_Profit_tax_(%_of_profit),Paying_Taxes_Labor_tax_and_contributions_(%_of_profit),Paying_Taxes_Other_taxes_(%_of_profit),Paying_Taxes_Administrative_appeal_process,Trading_across_Borders_Rank,Trading_across_Borders_DTF,Trading_across_Borders_Time_to_export:_Border_compliance_(hours),Trading_across_Borders_Cost_to_export:_Border_compliance_(USD),Trading_across_Borders_Time_to_export:_Documentary_compliance_(hours),Trading_across_Borders_Cost_to_export:_Documentary_compliance_(USD),Trading_across_Borders_Time_to_import:_Border_compliance_(hours),Trading_across_Borders_Cost_to_import:_Border_compliance_(USD),Trading_across_Borders_Time_to_import:_Documentary_compliance_(hours),Trading_across_Borders_Cost_to_import:_Documentary_compliance_(USD),Trading_across_Borders_Documents_to_export_(number)_old_methodology,Trading_across_Borders_Time_to_export_(days)_old_methodology,Trading_across_Borders_Cost_to_export_(US$_per_container)_old_methodology,Trading_across_Borders_Documents_to_import_(number)_old_methodology,Trading_across_Borders_Time_to_import_(days)_old_methodology,Trading_across_Borders_Cost_to_import_(US$_per_container)_old_methodology,Enforcing_Contracts_Rank,Enforcing_Contracts_DTF,Enforcing_Contracts_Time_(days),Enforcing_Contracts_Cost_(%_of_claim),Enforcing_Contracts_Quality_of_judicial_processes_index_(0_18),Resolving_Insolvency_Rank,Resolving_Insolvency_DTF,Resolving_Insolvency_Recovery_rate_(cents_on_the_dollar),Resolving_Insolvency_Time_(years),Resolving_Insolvency_Cost_(%_of_estate),Resolving_Insolvency_Outcome_(0_as_piecemeal_sale_and_1_as_going_concern),Resolving_Insolvency_Strength_of_insolvency_framework_index_(0_16),Resolving_Insolvency_Commencement_of_proceedings_index_(0_3),Resolving_Insolvency_Management_of_debtor's_assets_index_(0_6),Resolving_Insolvency_Reorganization_proceedings_index_(0_3),Resolving_Insolvency_Creditor_participation_index_(0_4)
South Africa,Sub-Saharan Africa,Upper middle income,DB2004,,,,73.11,9,56,9.4,9,56,9.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1,600,33.2,,,33.03,30.7,,18,,,,,,
Spain,High income: OECD,High income,DB2017,32,75.73,85,86.61,7,13,5,7,13,5,12.9,113,65.95,13,205,5.2,11,2,1,2,3,1,2,78,72.99,7,107,216.1,8,3,1,1,1,1,1,15.9,50,73.88,5,12.5,6.1,22.5,7,3,6,6.5,0,62,60,5,,7,,49.6,17.9,32,65,6.5,,5.7,5,6,6,,7.3,10,4,8,37,92.6,83.8,8,152,49,12.4,35.9,0.8,N/A,1,100,0,0,1,0,0,0,1,0,,,,,,,29,69.48,510,18.5,11,18,79.62,78.3,1.5,11,1,12,3,6,2,1
Spain,High income: OECD,High income,DB2016,33,75.02,79,86.3,7,14,5.2,7,14,5.2,13.4,111,65.89,13,205,5.2,11,2,1,2,3,1,2,71,72.96,7,107,225.2,8,3,1,1,1,1,1,25.1,50,73.88,5,12.5,6.1,22.5,7,3,6,6.5,N/A,60,60,5,,7,,49.8,14.1,30,65,6.5,,5.7,5,6,6,,7.3,10,4,8,45,92.5,82.74,9,158,50,13.3,35.9,0.8,,1,100,0,0,1,0,0,0,1,0,,,,,,,36,67.63,510,18.5,10,25,75.83,71.2,1.5,11,1,12,3,6,2,1
Spain,High income: OECD,High income,DB2015,,73.61,,86.26,7,14,5.3,7,14,5.3,13.8,,65.85,13,205,5.3,11,2,1,2,3,1,2,,70.23,7,132,230.8,8,3,1,1,1,1,1,23.1,,73.88,5,12.5,6.1,22.5,7,3,6,6.5,,,60,5,,7,,50,15.3,,61.67,6.2,,5.7,5,6,6,5,6.7,8,4,8,,,74.74,9,167,58.2,21.6,35.7,0.9,,,100,0,0,1,0,0,0,1,0,4,10,1310,4,9,1400,,67.63,510,18.5,10,,75.89,71.3,1.5,11,1,12,3,6,2,1
Spain,High income: OECD,High income,DB2014,,69.5,,77.93,11,24,5,11,24,5,13.4,,62.88,13,205,5.6,,,,,,,,,60.35,7,132,221.3,,,,,,,,,,71.2,5,13,7.1,,,,,,,,68.75,5,6,7,5,51.9,15.6,,53.33,6.2,5.3,5.7,5,6,6,5,6.7,8,4,8,,,75.33,9,167,57.1,1.2,36.8,,,,84.77,,,,,,,,,4,10,1310,4,9,1350,,62.65,510,18.5,,,76.42,72.3,,11,1,12,3,6,2,1
Spain,High income: OECD,High income,DB2013,,70.19,,76.43,11,30,5,11,30,5,13.2,,58.87,13,250,5.4,,,,,,,,,58.04,7,148,219.1,,,,,,,,,,71.21,5,13,7.1,,,,,,,,68.75,,6,,5,53.3,13.2,,53.33,,5.3,,5,6,,5,,,,,,,85.04,9,167,37.9,,,,,,84.77,,,,,,,,,4,10,1310,4,9,1350,,63.14,510,17.2,,,82.35,76.5,,11,1,,,,,
Spain,High income: OECD,High income,DB2012,,70.13,,78.19,10,29,4.7,10,29,4.7,13.2,,58.89,13,250,5.4,,,,,,,,,58.04,7,148,219,,,,,,,,,,71.1,5,13,7.1,,,,,,,,68.75,,6,,5,54.7,11.4,,53.33,,5.3,,5,6,,5,,,,,,,84.02,9,187,37.9,,,,,,84.64,,,,,,,,,4,10,1271,4,10,1350,,63,515,17.2,,,81.33,75.6,,11,1,,,,,
Spain,High income: OECD,High income,DB2011,,68.22,,71.09,10,52,15.1,10,52,15.1,13.5,,58.85,13,250,5.4,,,,,,,,,58.02,7,148,223.8,,,,,,,,,,73.98,4,13,7.1,,,,,,,,68.75,,6,,5,54.6,10.7,,53.33,,5.3,,5,6,,5,,,,,,,74.6,9,197,55.5,,,,,,84.64,,,,,,,,,4,10,1271,4,10,1350,,63,515,17.2,,,75.92,70.5,,11,,,,,,
Spain,High income: OECD,High income,DB2010,,68.18,,68.88,10,61,15,10,61,15,12.8,,67.09,12,190,4.7,,,,,,,,,58.06,7,148,212.4,,,,,,,,,,73.98,4,13,7.1,,,,,,,,68.75,,6,,5,45.3,7.6,,53.33,,5.3,,5,6,,5,,,,,,,73.63,9,213,55.8,,,,,,83.35,,,,,,,,,4,10,1271,5,10,1350,,61.96,515,17.2,,,72.73,67.6,,14.5,,,,,,
Spain,High income: OECD,High income,DB2009,,,,68.88,10,61,14.9,10,61,14.9,13.1,,67.07,12,190,4.7,,,,,,,,,,,,,,,,,,,,,,73.97,4,13,7.1,,,,,,,,68.75,,6,,5,45.8,8.1,,53.33,,5.3,,5,6,,5,,,,,,,70.91,9,234,58.8,,,,,,83.82,,,,,,,,,4,10,1171,5,10,1250,,61.96,515,17.2,,,72.73,67.6,,14.5,,,,,,
Spain,High income: OECD,High income,DB2008,,,,69.08,10,60,15.1,10,60,15.1,13.7,,67.02,12,190,4.7,,,,,,,,,,,,,,,,,,,,,,73.97,4,13,7.1,,,,,,,,68.75,,6,,5,44.9,8.3,,53.33,,5.3,,5,6,,5,,,,,,,66.62,9,298,60.7,,,,,,84.4,,,,,,,,,4,10,1050,5,10,1129,,61.96,515,17.2,,,78.42,72.8,,14.5,,,,,,
Spain,High income: OECD,High income,DB2007,,,,68.87,10,60,16.2,10,60,16.2,14.6,,66.94,12,190,4.8,,,,,,,,,,,,,,,,,,,,,,73.91,4,13,7.1,,,,,,,,68.75,,6,,5,44.9,7.4,,53.33,,5.3,,5,6,,5,,,,,,,67.27,8,298,60.5,,,,,,84.09,,,,,,,,,4,10,1050,5,10,1129,,60.92,515,17.2,,,79.48,73.8,,14.5,,,,,,
Spain,High income: OECD,High income,DB2006,,,,66.26,10,70,16.5,10,70,16.5,15.7,,66.84,12,190,4.8,,,,,,,,,,,,,,,,,,,,,,72.84,4,20,7.1,,,,,,,,68.75,,6,,5,42.1,6.5,,53.33,,5.3,,5,6,,5,,,,,,,67.31,8,298,60.4,,,,,,83.74,,,,,,,,,4,10,1050,5,10,1129,,60.92,515,17.2,,,79.78,74.1,,14.5,,,,,,
Spain,High income: OECD,High income,DB2005,,,,58.59,10,137,17,10,137,17,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,72.04,4,25,7.1,,,,,,,,68.75,,6,,5,39.4,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.92,515,17.2,,,78.82,73.2,,14.5,,,,,,
Spain,High income: OECD,High income,DB2004,,,,58.54,10,138,16.8,10,138,16.8,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.92,515,17.2,,,79.16,73.5,,14.5,,,,,,
Sri Lanka,South Asia,Lower middle income,DB2017,110,58.79,74,87.52,7,9,12.2,7,9,12.2,0,88,69.31,13,115,0.4,5.5,1.5,0,1,3,0,0,86,71.12,5,100,732.1,5,2,0,1,1,0,1,20.1,155,46.76,9,51,5.1,3.5,0,2.5,0,1,0,118,40,2,,6,,0,57.2,42,63.33,6.3,,6.7,8,5,7,,6,6,6,6,158,48.9,53.16,47,179,55.2,1.2,16.9,37.2,N/A,90,70.7,43,366,76,58,72,300,58,283,,,,,,,163,39.31,1318,22.8,7.5,75,46.73,46.2,1.7,10,0,7,2.5,3,0.5,1
Sri Lanka,South Asia,Lower middle income,DB2016,109,58.14,95,84.98,8,10,18.7,8,10,18.7,0,83,69.25,13,115,0.4,5.5,1.5,0,1,3,0,0,82,70.82,5,100,829.5,5,2,0,1,1,0,1,20.3,154,46.76,9,51,5.1,3.5,0,2.5,0,1,N/A,109,40,2,,6,,0,50.3,51,60,6,,6,6,5,7,,6,6,6,6,157,48.9,53.18,47,179,55.2,1.1,16.9,37.2,,89,70.7,43,366,76,58,72,300,58,283,,,,,,,163,39.31,1318,22.8,7.5,76,46.4,45.6,1.7,10,0,7,2.5,3,0.5,1
Sri Lanka,South Asia,Lower middle income,DB2015,,56.82,,83.01,9,11,20.7,9,11,20.7,0,,65.37,13,168,0.4,5.5,1.5,0,1,3,0,0,,63.91,5,104,901.6,3,0,0,1,1,0,1,24.2,,46.75,9,51,5.1,3.5,0,2.5,0,1,,,40,2,,6,,0,44.5,,60,6,,6,6,5,7,7,6,6,6,6,,,54.46,47,179,55.4,1.4,16.9,37.1,,,70.7,43,366,76,58,72,300,58,283,7,16,560,7,13,690,,39.31,1318,22.8,7.5,,44.69,42.4,1.7,10,0,7,2.5,3,0.5,1
Sri Lanka,South Asia,Lower middle income,DB2014,,61.38,,82.34,9,11,26.1,9,11,26.1,0,,74.85,13,168,0.5,,,,,,,,,72.24,5,104,1017,,,,,,,,,,58.44,9,51,5.1,,,,,,,,62.5,2,5,6,5,0,39,,60,6,6,6,6,5,7,7,6,6,6,6,,,45.31,58,221.5,57,1.6,16.9,,,,73.96,,,,,,,,,7,20,595,7,17,725,,38.96,1318,22.8,,,44.46,42,,10,0,7,2.5,3,0.5,1
Sri Lanka,South Asia,Lower middle income,DB2013,,60.86,,82.27,9,11,26.6,9,11,26.6,0,,72.6,14,176,0.6,,,,,,,,,68.35,5,126,1187.2,,,,,,,,,,61.38,8,50,5.1,,,,,,,,62.5,,5,,5,0,33.6,,60,,6,,6,5,,7,,,,,,,42.27,61,266,55.3,,,,,,73.01,,,,,,,,,7,20,595,7,19,725,,38.96,1318,22.8,,,47.29,43.9,,10,0,,,,,
Sri Lanka,South Asia,Lower middle income,DB2012,,56.96,,75.81,9,35,30.1,9,35,30.1,0,,71.03,15,177,0.7,,,,,,,,,67.64,5,126,1360.8,,,,,,,,,,58.02,8,71,5.1,,,,,,,,56.25,,4,,5,0,29.4,,60,,6,,6,5,,7,,,,,,,22.05,71,268,112.9,,,,,,72.4,,,,,,,,,7,21,590,7,19,695,,38.96,1318,22.8,,,47.39,44,,10,0,,,,,
Sri Lanka,South Asia,Lower middle income,DB2011,,55.88,,74.58,9,38,33.9,9,38,33.9,0,,70.65,15,177,0.9,,,,,,,,,66.75,5,126,1575.9,,,,,,,,,,58.01,8,71,5.1,,,,,,,,56.25,,4,,5,0,18.6,,53.33,,5.3,,4,5,,7,,,,,,,22.05,71,268,96.6,,,,,,72.02,,,,,,,,,7,21,590,7,19,695,,38.96,1318,22.8,,,46.15,42.9,,10,,,,,,
Sri Lanka,South Asia,Lower middle income,DB2010,,56.9,,72.06,9,44,41.9,9,44,41.9,0,,70.49,15,177,1,,,,,,,,,65.99,5,126,1760.7,,,,,,,,,,58,8,71,5.1,,,,,,,,56.25,,4,,5,0,14.3,,53.33,,5.3,,4,5,,7,,,,,,,39.78,59,268,61.7,,,,,,71.42,,,,,,,,,7,21,590,7,20,695,,38.96,1318,22.8,,,42.68,39.6,,10,,,,,,
Sri Lanka,South Asia,Lower middle income,DB2009,,,,71.43,9,44,47,9,44,47,0,,71.76,14,176,1.1,,,,,,,,,,,,,,,,,,,,,,57.99,8,71,5.1,,,,,,,,56.25,,4,,5,0,8.7,,53.33,,5.3,,4,5,,7,,,,,,,39.79,59,268,61.7,,,,,,70.44,,,,,,,,,7,21,590,7,20,695,,38.96,1318,22.8,,,42.68,39.6,,10,,,,,,
Sri Lanka,South Asia,Lower middle income,DB2008,,,,75.34,9,42,19.7,9,42,19.7,0,,72.17,14,176,0.9,,,,,,,,,,,,,,,,,,,,,,57.97,8,71,5.1,,,,,,,,18.75,,3,,0,0,2.9,,53.33,,5.3,,4,5,,7,,,,,,,39.79,59,268,61.7,,,,,,70.13,,,,,,,,,7,21,535,7,20,644,,38.96,1318,22.8,,,43.8,40.7,,10,,,,,,
Sri Lanka,South Asia,Lower middle income,DB2007,,,,71.34,9,46,43.7,9,46,43.7,0,,71.98,14,176,1,,,,,,,,,,,,,,,,,,,,,,57.96,8,71,5.1,,,,,,,,18.75,,3,,0,0,3.1,,53.33,,5.3,,4,5,,7,,,,,,,40.87,59,268,59.8,,,,,,64.75,,,,,,,,,6,25,522,10,26,589,,38.96,1318,22.8,,,49.68,46.2,,10,,,,,,
Sri Lanka,South Asia,Lower middle income,DB2006,,,,70.55,9,46,50,9,46,50,0,,71.68,14,176,1.1,,,,,,,,,,,,,,,,,,,,,,57.94,8,71,5.2,,,,,,,,18.75,,3,,0,0,2.2,,53.33,,5.3,,4,5,,7,,,,,,,43.08,58,268,56.7,,,,,,63.96,,,,,,,,,6,25,522,10,26,589,,38.96,1318,22.8,,,47.83,44.4,,10,,,,,,
Sri Lanka,South Asia,Lower middle income,DB2005,,,,70.21,9,46,52.8,9,46,52.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,57.93,8,71,5.2,,,,,,,,18.75,,3,,0,0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.96,1318,22.8,,,47.2,43.8,,10,,,,,,
Sri Lanka,South Asia,Lower middle income,DB2004,,,,66.88,9,56,59.3,9,56,59.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.96,1318,22.8,,,46.44,43.1,,10,,,,,,
St Lucia,Latin America & Caribbean,Upper middle income,DB2017,86,63.13,66,88.8,5,11,21.4,5,11,21.4,0,54,74.54,14,116,0.6,9.5,2,1,2,3,0.5,1,56,79.78,6,26,193.1,6,3,1,1,0,0,1,28.1,104,59.16,9,17,7.6,18.5,2,2,8,6.5,0,157,25,5,,0,,0,0,87,53.33,5.3,,6.7,4,8,8,,4,4,5,3,65,87.2,78.09,35,110,34.7,25.8,5.6,3.3,N/A,81,73.87,27,718,19,63,27,842,14,98,,,,,,,71,59.94,635,37.3,11.5,114,38.79,43,2,9,0,5,2,2,0,1
St Lucia,Latin America & Caribbean,Upper middle income,DB2016,78,63.47,63,88.68,5,11,22.4,5,11,22.4,0,50,74.51,14,116,0.7,9.5,2,1,2,3,0.5,1,29,83.94,5,26,197.6,6,3,1,1,0,0,1,36.8,103,59.19,9,17,7.6,18.5,2,2,8,6.5,N/A,152,25,5,,0,,0,0,85,53.33,5.3,,6.7,4,8,8,,4,4,5,3,63,87.2,78.09,35,110,34.7,25.8,5.6,3.3,,80,73.24,27,718,24,63,27,842,19,98,,,,,,,70,59.94,635,37.3,11.5,110,38.73,42.9,2,9,0,5,2,2,0,1
St Lucia,Latin America & Caribbean,Upper middle income,DB2015,,63.15,,88.62,5,11,22.9,5,11,22.9,0,,74.49,14,116,0.7,9.5,2,1,2,3,0.5,1,,83.96,5,26,191.8,6,3,1,1,0,0,1,37.8,,59.2,9,17,7.6,18.5,2,2,8,6.5,,,25,5,,0,,0,0,,53.33,5.3,,6.7,4,8,8,7,4,4,5,3,,,75.04,35,110,34.7,25.8,5.6,3.3,,,73.24,27,718,24,63,27,842,19,98,7,14,935,11,13,2280,,59.94,635,37.3,11.5,,38.7,42.9,2,9,0,5,2,2,0,1
St Lucia,Latin America & Caribbean,Upper middle income,DB2014,,65.05,,89.16,5,11,18.6,5,11,18.6,0,,78.09,14,116,0.8,,,,,,,,,86.86,5,26,211.9,,,,,,,,,,58.48,9,17,7.5,,,,,,,,43.75,5,7,0,0,0,0,,63.33,5.3,6.3,6.7,4,8,8,7,4,4,5,3,,,75.74,35,96.5,34.7,25.8,5.6,,,,63.41,,,,,,,,,8,15,935,11,13,2280,,45.94,635,37.3,,,38.52,42.5,,9,0,5,2,2,0,1
St Lucia,Latin America & Caribbean,Upper middle income,DB2013,,65.28,,89.26,5,11,17.8,5,11,17.8,0,,78.22,14,116,0.7,,,,,,,,,86.89,5,26,202.9,,,,,,,,,,58.44,9,17,7.6,,,,,,,,43.75,,7,,0,0,0,,63.33,,6.3,,4,8,,7,,,,,,,76.04,35,92,34.6,,,,,,65.7,,,,,,,,,7,15,905,11,13,2250,,45.94,635,37.3,,,45.21,42,,9,0,,,,,
St Lucia,Latin America & Caribbean,Upper middle income,DB2012,,65.1,,88.43,5,11,24.4,5,11,24.4,0,,77.79,14,116,0.9,,,,,,,,,86.74,5,26,241.1,,,,,,,,,,58.81,9,17,7.4,,,,,,,,43.75,,7,,0,0,0,,63.33,,6.3,,4,8,,7,,,,,,,76.11,35,92,34.4,,,,,,65.17,,,,,,,,,7,15,905,11,13,2320,,45.94,635,37.3,,,44.93,41.7,,9,0,,,,,
St Lucia,Latin America & Caribbean,Upper middle income,DB2011,,65.02,,87.76,5,14,23.8,5,14,23.8,0,,77.83,14,116,0.9,,,,,,,,,86.85,5,26,212.6,,,,,,,,,,58.77,9,17,7.4,,,,,,,,43.75,,7,,0,0,0,,63.33,,6.3,,4,8,,7,,,,,,,76.32,35,92,34,,,,,,64.89,,,,,,,,,7,15,905,11,13,2320,,45.94,635,37.3,,,44.71,41.5,,9,,,,,,
St Lucia,Latin America & Caribbean,Upper middle income,DB2010,,65.25,,88,5,14,21.8,5,14,21.8,0,,77.96,14,116,0.8,,,,,,,,,86.93,5,26,195.3,,,,,,,,,,58.66,9,17,7.5,,,,,,,,43.75,,7,,0,0,0,,63.33,,6.3,,4,8,,7,,,,,,,76.11,35,92,34.4,,,,,,65.65,,,,,,,,,7,15,805,11,13,2220,,45.94,635,37.3,,,46.14,42.9,,9,,,,,,
St Lucia,Latin America & Caribbean,Upper middle income,DB2009,,,,84.93,6,20,22.6,6,20,22.6,0,,77.92,14,116,0.9,,,,,,,,,,,,,,,,,,,,,,58.69,9,17,7.4,,,,,,,,43.75,,7,,0,0,0,,63.33,,6.3,,4,8,,7,,,,,,,77.9,35,61,34,,,,,,65.46,,,,,,,,,7,16,805,11,13,2220,,45.94,635,37.3,,,46.14,42.9,,9,,,,,,
St Lucia,Latin America & Caribbean,Upper middle income,DB2008,,,,84.78,6,20,23.7,6,20,23.7,0,,74.68,14,149,0.9,,,,,,,,,,,,,,,,,,,,,,58.76,9,17,7.4,,,,,,,,43.75,,7,,0,0,0,,63.33,,6.3,,4,8,,7,,,,,,,77.38,35,71,34,,,,,,63.01,,,,,,,,,7,19,755,11,16,2170,,44.9,635,37.3,,,45.02,41.8,,9,,,,,,
St Lucia,Latin America & Caribbean,Upper middle income,DB2007,,,,84.5,6,20,25.9,6,20,25.9,0,,74.54,14,149,1,,,,,,,,,,,,,,,,,,,,,,58.88,9,17,7.4,,,,,,,,43.75,,7,,0,0,0,,63.33,,6.3,,4,8,,7,,,,,,,77.38,35,71,34,,,,,,58.44,,,,,,,,,7,22,1055,11,19,2470,,44.9,635,37.3,,,45.44,42.2,,9,,,,,,
St Lucia,Latin America & Caribbean,Upper middle income,DB2006,,,,83.76,6,22,27.9,6,22,27.9,0,,74.41,14,149,1.1,,,,,,,,,,,,,,,,,,,,,,58.99,9,17,7.3,,,,,,,,43.75,,7,,0,0,0,,63.33,,6.3,,4,8,,7,,,,,,,76.57,35,71,35.7,,,,,,57.35,,,,,,,,,7,22,1055,11,19,2470,,44.9,635,37.3,,,45.44,42.2,,9,,,,,,
Suriname,Latin America & Caribbean,Upper middle income,DB2017,158,47.28,185,47.82,13,84,101.4,14,85,101.4,0.3,112,66.43,10,223,0.2,6.5,1,1,0,2,1.5,1,84,71.51,4,113,484.4,4,1,1,1,0,0,1,7.2,176,37.52,6,106,13.7,10,4,2,0,4,0,175,10,2,,0,,0,0,165,35,3.5,,2.3,1,0,6,,4.7,8,4,2,103,48.4,69.44,30,199,27.9,27.9,0,0,N/A,78,75.02,84,468,12,40,48,658,24,40,,,,,,,187,25.94,1715,37.1,3.5,129,34.14,8.3,5,30,0,9.5,2.5,4,1,2
Suriname,Latin America & Caribbean,Upper middle income,DB2016,155,47.25,184,47.9,13,84,100.7,14,85,100.7,0.3,109,66.44,10,223,0.2,6.5,1,1,0,2,1.5,1,93,68.44,4,113,467.2,3,0,1,1,0,0,1,7.2,177,37.11,6,106,13.7,9.5,4,1.5,0,4,N/A,174,10,2,,0,,0,0,166,35,3.5,,2.3,1,0,6,,4.7,8,4,2,102,48.4,69.44,30,199,27.9,27.9,0,0,,75,78.03,84,348,12,40,48,505,24,40,,,,,,,187,25.94,1715,37.1,3.5,128,34.21,8.4,5,30,0,9.5,2.5,4,1,2
Suriname,Latin America & Caribbean,Upper middle income,DB2015,,47.36,,47.96,13,84,100.3,14,85,100.3,0.3,,66.43,10,223,0.2,6.5,1,1,0,2,1.5,1,,68.38,4,113,486.1,3,0,1,1,0,0,1,7,,37.11,6,106,13.7,9.5,4,1.5,0,4,,,10,2,,0,,0,0,,35,3.5,,2.3,1,0,6,5,4.7,8,4,2,,,76.45,30,199,27.9,27.9,0,0,,,72.04,108,348,36,40,72,505,48,40,8,22,1050,6,19,1190,,25.94,1715,37.1,3.5,,34.27,8.5,5,30,0,9.5,2.5,4,1,2
Suriname,Latin America & Caribbean,Upper middle income,DB2014,,46.46,,43.88,13,204,101.7,14,205,101.7,0.4,,74.1,10,223,0.2,,,,,,,,,78.49,4,113,530.9,,,,,,,,,,38.92,6,106,13.7,,,,,,,,25,2,4,0,0,0,0,,20,3.5,2,2.3,1,0,6,5,4.7,8,4,2,,,76.45,30,199,27.9,27.9,0,,,,69.68,,,,,,,,,8,22,1000,6,19,1165,,28.84,1715,37.1,,,34.32,8.6,,30,0,9.5,2.5,4,1,2
Suriname,Latin America & Caribbean,Upper middle income,DB2013,,44.57,,43.47,13,690,105,14,691,105,0.4,,71.16,10,253,0.2,,,,,,,,,78.07,4,113,634.4,,,,,,,,,,24.56,6,196,13.7,,,,,,,,25,,4,,0,0,0,,20,,2,,1,0,,5,,,,,,,76.45,30,199,27.9,,,,,,68.85,,,,,,,,,8,22,1000,6,19,1165,,28.84,1715,37.1,,,9.26,8.6,,30,0,,,,,
Suriname,Latin America & Caribbean,Upper middle income,DB2012,,44.49,,42.92,13,690,109.3,14,691,109.3,0.5,,71.13,10,253,0.2,,,,,,,,,78.01,4,113,647.1,,,,,,,,,,24.39,6,196,13.8,,,,,,,,25,,4,,0,0,0,,20,,2,,1,0,,5,,,,,,,76.45,30,199,27.9,,,,,,68.92,,,,,,,,,8,20,995,6,19,1065,,28.84,1715,37.1,,,9.27,8.6,,30,0,,,,,
